content,sentiment
"@Theshadeshit91 \\nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it",sadness
"went to Pet Supplies Plus tonight but @neitzkeamara was not working I feel #lost and #confused",sadness
"@seantkin @coachella @RomanDanielsXXX @kodyknightXXX I see my 'eliminate the hanging tongue' campaign is a dismal failure.",sadness
"@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.",sadness
"*Sigh*  #saddness #afterellen #shitsucks",sadness
"@Fatumoriginal there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it",sadness
"@pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM",sadness
"so probably hunger and depression and dissociating equals a weird time anything else",sadness
"@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time \xf0\x9f\x98\xa2\xf0\x9f\x8d\xbb",sadness
"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant",sadness
"She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio",sadness
"In need of a serious nap rn",sadness
"For once I gatherp th strength to not try and drink my pain away. #sober #Fighter #strong #lovely #dreamer",sadness
"God just replaced my sadness with laughter, can't go the whole day sad ...",sadness
"why do i have such a thing for dark curly hAIR",sadness
"It's just begun ladies and gents. The war on racism has begun. #sadness #Segregation continues.... smh \xf0\x9f\x98\x92",sadness
"#picoftheday : How...why... Really... !!\\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...",sadness
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair",sadness
"@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me \xf0\x9f\x98\x8d",sadness
"I have not nap for 3 days in a row I'm very unhappy rn",sadness
"Need advice on how to get out of this rut!!!! #depressing #needmotivation",sadness
"Says to my maw the other day, wanna day sober October way me, she says 'ave mer chance of doing movember son' #classicmoira #glasgow #sober",sadness
"Cops chillin on pine lakes",sadness
"Love being made to feel bad about being scared of the dark",sadness
"@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW",sadness
"Are you serious??",sadness
"@SheilaCustis We don't expect women to be violent &amp; discourage it. It's really about how we're raising our boys.",sadness
"i is sad",sadness
"A pretty dejected FanCam on the way. #SCFC #TBPTV",sadness
"If you sober better roll another Dutch or if u don't smoke nigga better pour another cup \xf0\x9f\x8d\x81\xf0\x9f\x8d\xbe...",sadness
"It's been 5 weeks and I still go through depression smh",sadness
"But God will deliver the righteous to their place of salvation: no evil shall touch them\xd8\x8c nor shall they grieve",sadness
"But right now I'm feeling pretty desolate.",sadness
"@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter ",sadness
"@VivienLloyd Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow.",sadness
"@damiandmusic hubby Noah shares this somber thoughtful photo of his one and only Dami. Ponytail, standout highlights beautiful picture, nice",sadness
"This has been the most depressing week full of rain ever lol",sadness
"Man Southampton will wipe the floor with  west ham on Sunday. So disheartened",sadness
"@ChipotleTweets Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness",sadness
"I can't pull myself out of depression",sadness
"Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night..",sadness
"@CNN yes. Too many cops. And too many ppl who should have lost their lives r still alive.",sadness
"At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice",sadness
"| At home sick... \xf0\x9f\x8e\xbcThe blues\xf0\x9f\x8e\xbc won't cure it so I need ideas \xf0\x9f\x8e\xb8\xf0\x9f\x98\xad | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa",sadness
"Sometimes The Worst Place You Can Be Is In Your Own Head.'\\n\\n #quotes #worstenemy  #thinktoomuch",sadness
"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",sadness
"I love having such a big family. There's never a dull moment in my house \xf0\x9f\x98\x82",sadness
"@JonathanHatfull I\xe2\x80\x99ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.",sadness
"Looking nice forward to playing at Paper Dress Vintage in Hackney this evening - get there early as I'll be on at 8pm! @paperdressed #blues",sadness
"@kerophibian depressing",sadness
"I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants",sadness
"@NicKeaney Hope they refuse :( x #depressing",sadness
"i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #sad #killme #lol #robloxgamer",sadness
"@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us",sadness
"@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We",sadness
"Honestly today I just felt like maybe track isn't for me ",sadness
"Public products: high downhearted price tag consumer survey sum and substance: OVth",sadness
"It feel like we lost a family member\xf0\x9f\x99\x84\xf0\x9f\x98\x82",sadness
"Sometimes The Worst Place You Can Be Is In Your Own Head.'\\n\\n#quotes #worstenemy #depression #thinktoomuch",sadness
"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",sadness
"@AMB4JC @drtonyevans It's our job, the job of people who r still sane,still ok in life, to help the lost to find themselves &amp; love eachother",sadness
"I just got asked to hoco over instagram dm bc someone lost a bet. Love the maturity of the people in my grade!!!!",sadness
"Literally had a guy (a some-would-say-successful guy) tell me 'this ship will sail' kay guy, first, you're working with a sub, last, it sunk",sadness
"depress \xf0\x9f\x98\xad",sadness
"How much time should I give to my friend who lost his laptop to mourn before I can ask him to give me his laptop charger and extra battery??",sadness
"There's many things I don't care about, and many things I do that I don't speak on because it's such a heaviness even when released...",sadness
"Who need #beats ? #instrumentals #serious #artists #only \xf0\x9f\x9a\xa8",sadness
"the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.\xf0\x9f\x91\xbd",sadness
"Marcos Rojo Marcos Rojo running down the wing. Loved by the blues, feared by the reds",sadness
"untypical kinda Friday #dull",sadness
"@CNN : It's not Fox News, it's Fox Propaganda Network, they're so lost in their lies, that they can't tell the truth, if it hit them in face",sadness
"Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO",sadness
"Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts",sadness
"@PaulJonMilne too grim, too insanely, determined to hurt you from",sadness
"@TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.",sadness
"So @JeffProbst those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles",sadness
"Don't blame yourself,' he spoke, as if she were in the room, kicking the chair beneath him.\\n#amwriting #dark",sadness
"@BookOfKaells @quennell3_ no blues?!",sadness
"@MollieTebbatt guess what I'm doing? watching your great grandad sink the titanic..",sadness
"@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai",sadness
"Well i did hear once before that girls are attracted to men that look like their dad!  \xf0\x9f\x91\x8c ",sadness
"@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.",sadness
"Don't get discouraged when simple minds don't see your vision",sadness
"Is that hurting..? [Features get a tad somber while attempting to sense @MischievousTyke's temperature]",sadness
"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",sadness
"@khloe_speaks sad music",sadness
"@ReserveHinata tend to them he's going to get infections. \\n\\nHe's frowning and looking down as he does this. \\nIt must hurt damn.]",sadness
"@AerLingus #business class #Los Angeles to Dublin #destroyed luggage #60 day customer response time #unhappy customer",sadness
"If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their earpiece?",sadness
"@KeithOlbermann depressing how despicable Trump, with no policies, campaigning on bigotry &amp; rancour can be so close, evil immoral disaster",sadness
"The #pessimist complains about the wind; the #optimist expects it to change; the realist adjusts the sails.' - William Arthur Ward\\n#IGNITE",sadness
"Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.",sadness
"Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.",sadness
"@rickygervais my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad",sadness
"Long day, kind tweets, our melancholy, @DownFrontArtist defeats.",sadness
"Just put the winter duvet on \xe2\x98\x83\xef\xb8\x8f\xe2\x9d\x84\xef\xb8\x8f\xf0\x9f\x8c\xac\xe2\x98\x94\xef\xb8\x8f #serious",sadness
"my life in one word is depressing",sadness
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",sadness
"Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/",sadness
"I'm looking for a good promoter #rock #blues",sadness
"Niggas murking in each other. In murky water, I try to swim.",sadness
"@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either.",sadness
"Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching",sadness
"Just reached 10k followers - WOW - thanks blues #mcfc #ctid",sadness
"This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!",sadness
"You forever straight so fix that frown u good\xf0\x9f\x98\x87 @amayyaaag__",sadness
"@bolain_branden @GrimsToyShow grim should find broken Matt hardy because he can delete everything lol",sadness
"Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues",sadness
"the waitress recognised me from last time i was in there moping, after my interview haha",sadness
"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad",sadness
"Refuse to let myself get discouraged.",sadness
"Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday night\xf0\x9f\x98\x82",sadness
"@MiSSLiNDZO no. \xf0\x9f\x98\xad the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho",sadness
"@Gaychel22 @Kellee_II @seattlepi even hard facts don't seem to be sinking in... I despair \xf0\x9f\x98\xa9",sadness
"The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround",sadness
"Feels grim not having your nails done",sadness
"I sulk too much for my own good.",sadness
"I get so much PUSSY\\nP - panic attacks \\nU - uncontrollable anxiety \\nS - suicidal fantasies \\nS - sadness \\nY - yearning for death",sadness
"With loyal heart is concerned. #somber",sadness
"I'm buying art supplies and I'm debating how serious is it to buy acrylic paint.",sadness
"@macmacm43 jeezus God ",sadness
"Trial result #sadness",sadness
"Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2",sadness
"oh, btw - after a 6 month depression-free time I got a relapse now... superb ",sadness
"@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.",sadness
"@PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org",sadness
"need to sta dating again.I m bored #redheadteen #boldandbeautiful #lost #500aday single men dating Schkeuditz",sadness
"@MUTGuru I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos.",sadness
"there\xe2\x80\x99s shaytan in this room wallahi its been dark all the time now the lamp is on!! omg shaytan",sadness
"Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious",sadness
"@bldmovs sadly beautiful photo.",sadness
"@thixotropic No. Was so sudden. Hasn't sunk in yet. With Leo I knew it was coming.",sadness
"I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies  etc etc",sadness
"@POCX100 Please don't sulk over your defeat. Come on. Head up!",sadness
"@BokuNoGio AND his momma was worse than Tony sopranos momma #wow  #history #major",sadness
"It's been a week of awful connectivity with @TMobile no service or only 4G is not what Im paying for. #unhappy #poorservice",sadness
"I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged",sadness
"@Skepta make sure you's Young breadrins sling us a quick vote #murky #skeng #votage",sadness
"@FatedDancer ~together.' Hermione  lowered her voice slightly, sounding somewhat  bitter, perhaps even  rueful. 'That would only get you~",sadness
"penny dreadful just cleaved off a fraction of my heart",sadness
"Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.",sadness
"@PunishedSnek in the final analysis, the non-white global majority will not fret over the ethnic origin of our corpses.",sadness
"Are you #serious that #fredsirieix lives in Peckham......South London's own #Love Guru(big up)",sadness
"Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book",sadness
"Let us not burden our remembrances with a heaviness that's gone.\\n- William Shakespeare (1564-1616)\\n#forge ahead.",sadness
"@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.",sadness
"@pikapies I have many happy memories of the Isle Of Wight.\\n...\\nBut yeah, sink that shit.",sadness
"Up on melancholy hill",sadness
"@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you",sadness
"Guys! Read my #fanfiction if you like #lost and #housemd I have one of each #tvshow -link in bio!",sadness
"@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy",sadness
"How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue",sadness
"Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised ",sadness
"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",sadness
"Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.",sadness
"It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.",sadness
"@patthemanager how could I work with @chancetherapper . ? #serious",sadness
"Clean the #sink and make your #bathroom shine.",sadness
"@chelseafc let them know it's the ",sadness
"Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is ",sadness
"After spending \xc2\xa3450 @Debenhams I was offered a \xc2\xa35 voucher. I asked if I could spend it at weekend? Was told 'no valid today only' #unhappy",sadness
"Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad",sadness
"@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal",sadness
"@jack_haug_lifty @eable It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you #lost",sadness
"Never leave me alone with my credit card. Nope nope mope.",sadness
"So depressing that it's darker so much earlier now",sadness
"If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime #despair #shortsightedness #celebrities",sadness
"@el_tityboi bc it's a gloomy day Tony",sadness
"Henny and pine apples \xf0\x9f\xa4\x94",sadness
"tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...",sadness
"@BokuNoGio AND his momma was worse than Tony sopranos momma #wow #sad #history #major",sadness
"@almurray hit the sink with a hammer... sorry, the universal modifier!",sadness
"*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline",sadness
"It's a gloomy ass day",sadness
"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad",sadness
"@WriterlyTweets Supine on the piano\xe2\x80\x94lips parted. #sixwordstory #amwriting #blues #singer",sadness
"Dad asked if I was too hungover to function today. Little does he know I stayed sober last night so i could get shit faced tonight \xf0\x9f\x98\x85",sadness
"@JoyceCarolOates \\nBreath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on, guard up, and punch like hell.",sadness
"@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither  #unwoke",sadness
"@littlemore20 I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured, naturally! #FurryTails #lost #Venice.",sadness
"im so gloomy today",sadness
"\xe2\x80\x9cWe can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.\xe2\x80\x9d\xe2\x80\x93Plato",sadness
"@mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights",sadness
"@BenLeubsdorf @DykstraDame @WSJ idiots are going to sink the economy with free money policies.",sadness
"Fashion week this year is dull AF! Someone inspire me!!!!!! \xf0\x9f\x98\xa9",sadness
"@AFCGraMaChroi oh, sorry if I've discouraged you \xf0\x9f\x98\x82",sadness
"A MOMENT:\\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",sadness
"me: i've actually been doing pretty well! i'm learning to manage my depression and-\\nlife: yeah that's over. that's cancelled.",sadness
"The news is disheartening. Everything that is going on is a result of a lack of understanding and misinformation by the media. #sadness",sadness
"A .500 season is all I'm looking for at this point. #depressing #royals",sadness
"Never let me see you frown",sadness
"@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair??",sadness
"i cant live anymore my roblox got termianted :((((((((((((((((((((((((  #killme #lol #robloxgamer",sadness
"@ReaganRachelle if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make",sadness
"I can't wait for you to listen to my new single 'Mystery' and my new album\xf0\x9f\x98\x8b. #newmusic #newsingle #newalbum #2016 #popmusic #dark",sadness
"But guess what ? I'm sober",sadness
"#Quote 'To say that You know Yourself without ever having been #lost to find Yourself, Is like saying You know everything' ~@Caligraphy215",sadness
"@Mysteri759 @Ren102e906 @slb42jcb @swoozyqyah Well, I'm too old, and too stubborn about facts &amp; history to be discouraged.",sadness
"whenever i pout i just want Adrian to appear and tell me to stop pouting or else",sadness
"Don't wanna go to work but I want the money ",sadness
"@Cassena13 I know if I wasn't an optimist I would despair.",sadness
"If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\\n#quotes #quotestoliveby",sadness
"@HonestAndFrank but  @BillCosby drugged and raped those women. At least you and Barb were sober and consenting!!",sadness
"Only God knows why things happen, sometimes it's just hard to understand.  #prayingforyou",sadness
"these grown ass lil boys yeah i can't take them serious.",sadness
"This nigga doesn't even look for his real family \xf0\x9f\x99\x84\xf0\x9f\x98\x82 ",sadness
"It would appear it's a good year for the #blues",sadness
"@Tanzynia sadly David D is no longer with us imagine both together wow",sadness
"@MariamVeiszadeh it's getting so close in your poll so many ignorant ppl. #depressing #painful something needs to change #BeTheChange ? How?",sadness
"@LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.",sadness
"We have left #Maine. #sadness",sadness
"The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing \xf0\x9f\x99\x84\xf0\x9f\x99\x84",sadness
"@CovinoandRich just heard back2back,  guess that's why they call it the blues &amp; she's got the look, but I can only sing tickle sacks version",sadness
"There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer",sadness
"Speech was bold coz it wasn't written by PM NS bt the expression/tone was his own dull n dim",sadness
"@JoaquinPutoAmo vas a ir al de the amaity affliction?",sadness
"life is hard., its harder if ur stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife",sadness
"Candice's standing pout face aggravates me every week",sadness
"When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #depression #TMS #ECT",sadness
"Now they fret about scuffs. I\xe2\x80\x99ll take scuffs (which\xe2\x80\xa6come in) for a phone I can use wet handed or drop in a toilet any day.",sadness
"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --",sadness
"@happyandbashful Flirt, simper, pout, repeat. Yuck.",sadness
"@TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.",sadness
"Feel so grim + ugly atm",sadness
"MC: what are you listen to these days?\\nBogum: these days I feel gloomy, I listen to ccm (spiritual song) often.\\n\\nChurch oppa mode. :)",sadness
"Hoping to hear some serious @DonnieTrumpet tonight",sadness
"@big_SL8 Show some respect, that's all...  If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!",sadness
"Hate being sober so I popped two",sadness
"@crimsonwulfe it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(",sadness
"Angry shouting match between a #pessimist &amp; an #optimist:\\n'You're a half empty-headed @%$!' \\n'You're half full of @%$!'",sadness
"Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO",sadness
"Honestly today I just felt like maybe track isn't for me #sad",sadness
"More #checking at #work today\\n\\n#coffee #drank and now it's #down to some #serious #business \\n\\n#Thursday bring on #Friday",sadness
"The moment of the day when you have to start to plaster a smile in your face. #depression",sadness
"B day next week, catch the sauce and watch the heaviness!",sadness
"When will the weeks full of Mondays end?? #disheartened",sadness
"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",sadness
"@A_RockasThe U.S. has added years to the Syrian conflict by arming the 'rebel' army. You would think that Iraq had sunk in with Kerry.",sadness
"What do you get when you cross an #apple tree and a #pine tree? \xf0\x9f\x8d\x8e\xf0\x9f\x8c\xb2\\nNothing. You can't cross-pollinate #deciduous and #coniferous #trees.",sadness
"Well I won't be doing a unboxing of the iPhone 7 plus on my channel until November sadly. Thank you @TMobile @Apple Staten Island NY smh",sadness
"Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim",sadness
"Pops are joyless, soulless toys which look nearly identical.  They are the perfect expression of consumerism.  'I enjoy this franchise'",sadness
"Usually I'm not one to rush colder weather but this year I'm so ready for hot coffee, dark lippies, scarves, sweaters, &amp; boots \xf0\x9f\x8d\x82\xf0\x9f\x91\xa2\xe2\x98\x95\xef\xb8\x8f\xf0\x9f\x92\x84",sadness
"it's still not sunk in that im seeing joe next month, im so grateful and excited shit",sadness
"@nadinekellman yes I can. Don't discourage me.",sadness
"doese reading help depression or is it another form of escapism",sadness
"Im think ima lay in bed all day and sulk. Life is hitting me to hard rn",sadness
"It's easy to #fall #asleep in class, but hard to in bed. #True  #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness
"Corbyn loses and I walk up to a crying Corbyn supporter and whisper\\n\\n'Don't mourn. Organise'\\n\\nAnd laugh and laugh",sadness
"@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad",sadness
"Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.",sadness
"When you lose somebody close to your heart you lose yourself as well \xf0\x9f\x92\x94 #lost",sadness
"@pxrfectpeach it's got her little pout",sadness
"Where are some great places to listen to blues? #nightlife #NightLifeENT #blues #jazz #gatewayarch #stlouis #washingtonave",sadness
"Hate knowing I have to get up at half 5 for gym in the morning it's so depressing",sadness
"Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? \xe2\x80\xa6",sadness
"@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful",sadness
"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",sadness
"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness
"Candice on great british bake off with that pout does my head in \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbb\xf0\x9f\x99\x84",sadness
"Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \\n#DVSurvivor",sadness
"@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS",sadness
"Summer officially ends today. #sadness",sadness
"@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad",sadness
"God's love spring.Of one dat sunk his whole estate for d paltry bribe,of a single apple\xe2\x80\x93n yet proud of our ancestry?\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x97\xbf",sadness
"@reecetop10 Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers #dull #reshuffle #predictable #slow #average",sadness
"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",sadness
"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat",sadness
"Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. ",sadness
"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\\n\\nHear our solemn oaths and pardon sympathetic hominids.",sadness
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. ",sadness
"No #gbbo from us tonight sadly, we've got a date with some nachos @ODEONCinemas #BridgetJonesBaby",sadness
"Muscled man with huge heart is messing with my brain and heart. #lost #confused",sadness
"@TheCatCampbell I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff",sadness
"California sissified pages: ruling class separation in passage to dispirit attestative alphanumeric code: WyrdljPyu",sadness
"@BeenishParvez salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am.",sadness
"Is this the Krusty Krab?\\n\\nNo this is crippling depression",sadness
"@pmo100 @5liveSport .....I heard talk something is a miss. He looks weary.",sadness
"im thoroughly in love w zen and jumin and i dont think id even have the patience for either of them irl im old and weary",sadness
"#haikuchallenge #haiku\\n\\nThe crisp autumn air\\nMy freedom purchased through death\\nNo one will mourn me",sadness
"Groom gloom.",sadness
"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",sadness
"When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo.",sadness
"@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad",sadness
"@ccrago It was dreadful, even after he met the Catfish he still thought it was her!",sadness
"@Gervaisoholic But this is no easy ride for a child cries: \\n'Oh, find me...find me, nothing more, \\nWe are on a sullen misty moor...'",sadness
"hmm somehow twitter feels really depressing, more like negative today...I think I missed something \xf0\x9f\x98\x95",sadness
"Feeling worthless as always ",sadness
"I get embarrassed at the slightest things and then I'll fret about it all day I hate it",sadness
"I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life",sadness
"You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!",sadness
"Special thanks to @hamsterwatch &amp; @UgotBronx for keeping us updated &amp; entertained this dismal BB season \xf0\x9f\x92\x95",sadness
"It's basically a dead skin peel which sounds grim. But it literally gets rid of so much dead skin from your pores.",sadness
"sav tells our mom 'I love you' and she responds 'Oh.' ",sadness
"I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad",sadness
"Some Erykah Badu to sedate me \xf0\x9f\x92\x95",sadness
"Add Donte Moncrief to my dismal situation #blessed.",sadness
"@glenberube @DonnaGrantis @idanielsenbass @HannahJWelton watching this again makes me weep tears of joy and tears of sadness that he's gone",sadness
"@SquidWasTaken Pfft- Yeye, i'm a sucker for bright yellow, red, pink, and blues when it comes to coloring or backgrounds haaa",sadness
"sav tells our mom 'I love you' and she responds 'Oh.' #sad",sadness
"@OzelleM man imagine # Ultra is promoting carnival. I think u need to be the chairperson #serious. Cause am hearing nothing",sadness
"I mourn the creativity lost.",sadness
"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",sadness
"@lee_family5 @USAneedsTRUMP @HillaryClinton @realDonaldTrump You can't be serious. This man practices no religion. Only in church campaignin",sadness
"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",sadness
"I don't get that my parents literally don't see how unhappy I been lately",sadness
"@jimmyfallon @ShawnMendes I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine #FallSongs",sadness
"whenever I hear concert postponed I think of dismal ticket sales   green day ?",sadness
"@MessYourself why? Do you have depression?",sadness
"@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does",sadness
